"Header";"Name"
"HC04_EST_VC130_transit";"Public transportation (excluding taxicab); Estimate; VEHICLES AVAILABLE - 2 vehicles available"
"HC04_MOE_VC130_transit";"Public transportation (excluding taxicab); Margin of Error; VEHICLES AVAILABLE - 2 vehicles available"
"HC01_EST_VC131_transit";"Total; Estimate; VEHICLES AVAILABLE - 3 or more vehicles available"
"HC01_MOE_VC131_transit";"Total; Margin of Error; VEHICLES AVAILABLE - 3 or more vehicles available"
"HC02_EST_VC131_transit";"Car, truck, or van -- drove alone; Estimate; VEHICLES AVAILABLE - 3 or more vehicles available"
"HC02_MOE_VC131_transit";"Car, truck, or van -- drove alone; Margin of Error; VEHICLES AVAILABLE - 3 or more vehicles available"
"HC03_EST_VC131_transit";"Car, truck, or van -- carpooled; Estimate; VEHICLES AVAILABLE - 3 or more vehicles available"
"HC03_MOE_VC131_transit";"Car, truck, or van -- carpooled; Margin of Error; VEHICLES AVAILABLE - 3 or more vehicles available"
"HC04_EST_VC131_transit";"Public transportation (excluding taxicab); Estimate; VEHICLES AVAILABLE - 3 or more vehicles available"
"HC04_MOE_VC131_transit";"Public transportation (excluding taxicab); Margin of Error; VEHICLES AVAILABLE - 3 or more vehicles available"
"HC01_EST_VC134_transit";"Total; Estimate; PERCENT IMPUTED - Means of transportation to work"
"HC01_MOE_VC134_transit";"Total; Margin of Error; PERCENT IMPUTED - Means of transportation to work"
"HC02_EST_VC134_transit";"Car, truck, or van -- drove alone; Estimate; PERCENT IMPUTED - Means of transportation to work"
"HC02_MOE_VC134_transit";"Car, truck, or van -- drove alone; Margin of Error; PERCENT IMPUTED - Means of transportation to work"
"HC03_EST_VC134_transit";"Car, truck, or van -- carpooled; Estimate; PERCENT IMPUTED - Means of transportation to work"
"HC03_MOE_VC134_transit";"Car, truck, or van -- carpooled; Margin of Error; PERCENT IMPUTED - Means of transportation to work"
"HC04_EST_VC134_transit";"Public transportation (excluding taxicab); Estimate; PERCENT IMPUTED - Means of transportation to work"
"HC04_MOE_VC134_transit";"Public transportation (excluding taxicab); Margin of Error; PERCENT IMPUTED - Means of transportation to work"
"HC01_EST_VC135_transit";"Total; Estimate; PERCENT IMPUTED - Time leaving home to go to work"
"HC01_MOE_VC135_transit";"Total; Margin of Error; PERCENT IMPUTED - Time leaving home to go to work"
"HC02_EST_VC135_transit";"Car, truck, or van -- drove alone; Estimate; PERCENT IMPUTED - Time leaving home to go to work"
"HC02_MOE_VC135_transit";"Car, truck, or van -- drove alone; Margin of Error; PERCENT IMPUTED - Time leaving home to go to work"
"HC03_EST_VC135_transit";"Car, truck, or van -- carpooled; Estimate; PERCENT IMPUTED - Time leaving home to go to work"
"HC03_MOE_VC135_transit";"Car, truck, or van -- carpooled; Margin of Error; PERCENT IMPUTED - Time leaving home to go to work"
"HC04_EST_VC135_transit";"Public transportation (excluding taxicab); Estimate; PERCENT IMPUTED - Time leaving home to go to work"
"HC04_MOE_VC135_transit";"Public transportation (excluding taxicab); Margin of Error; PERCENT IMPUTED - Time leaving home to go to work"
"HC01_EST_VC136_transit";"Total; Estimate; PERCENT IMPUTED - Travel time to work"
"HC01_MOE_VC136_transit";"Total; Margin of Error; PERCENT IMPUTED - Travel time to work"
"HC02_EST_VC136_transit";"Car, truck, or van -- drove alone; Estimate; PERCENT IMPUTED - Travel time to work"
"HC02_MOE_VC136_transit";"Car, truck, or van -- drove alone; Margin of Error; PERCENT IMPUTED - Travel time to work"
"HC03_EST_VC136_transit";"Car, truck, or van -- carpooled; Estimate; PERCENT IMPUTED - Travel time to work"
"HC03_MOE_VC136_transit";"Car, truck, or van -- carpooled; Margin of Error; PERCENT IMPUTED - Travel time to work"
"HC04_EST_VC136_transit";"Public transportation (excluding taxicab); Estimate; PERCENT IMPUTED - Travel time to work"
"HC04_MOE_VC136_transit";"Public transportation (excluding taxicab); Margin of Error; PERCENT IMPUTED - Travel time to work"
"HC01_EST_VC137_transit";"Total; Estimate; PERCENT IMPUTED - Vehicles available"
"HC01_MOE_VC137_transit";"Total; Margin of Error; PERCENT IMPUTED - Vehicles available"
"HC02_EST_VC137_transit";"Car, truck, or van -- drove alone; Estimate; PERCENT IMPUTED - Vehicles available"
"HC02_MOE_VC137_transit";"Car, truck, or van -- drove alone; Margin of Error; PERCENT IMPUTED - Vehicles available"
"HC03_EST_VC137_transit";"Car, truck, or van -- carpooled; Estimate; PERCENT IMPUTED - Vehicles available"
"HC03_MOE_VC137_transit";"Car, truck, or van -- carpooled; Margin of Error; PERCENT IMPUTED - Vehicles available"
"HC04_EST_VC137_transit";"Public transportation (excluding taxicab); Estimate; PERCENT IMPUTED - Vehicles available"
"HC04_MOE_VC137_transit";"Public transportation (excluding taxicab); Margin of Error; PERCENT IMPUTED - Vehicles available"
